idx,timestamp,open_interest
0,1768910400000,6228620.0
1,1768914000000,50326480.0
2,1768917600000,64656450.0
3,1768921200000,73436960.0
4,1768924800000,83587530.0
5,1768928400000,97601910.0
6,1768932000000,101157900.0
7,1768935600000,102609380.0
8,1768939200000,108166520.0
9,1768942800000,109511900.0
10,1768946400000,109876360.0
11,1768950000000,114644660.0
12,1768953600000,116478360.0
13,1768957200000,129079900.0
14,1768960800000,107294990.0
15,1768964400000,149956140.0
16,1768968000000,105820360.0
17,1768971600000,102214260.0
18,1768975200000,110231260.0
19,1768978800000,112628320.0
20,1768982400000,121200700.0
21,1768986000000,119499590.0
22,1768989600000,94099560.0
23,1768993200000,88117460.0
24,1768996800000,86608520.0
25,1769000400000,91091430.0
26,1769004000000,107327100.0
27,1769007600000,128875840.0
28,1769011200000,121322820.0
29,1769014800000,102693310.0
30,1769018400000,142634490.0
31,1769022000000,153733560.0
32,1769025600000,176997870.0
33,1769029200000,220445600.0
34,1769032800000,190276050.0
35,1769036400000,190601220.0
36,1769040000000,198165610.0
37,1769043600000,213915410.0
38,1769047200000,215489040.0
39,1769050800000,203685280.0
40,1769054400000,232614980.0
41,1769058000000,306651480.0
42,1769061600000,274785810.0
43,1769065200000,274198500.0
44,1769068800000,246864690.0
45,1769072400000,244495720.0
46,1769076000000,253750430.0
47,1769079600000,260982420.0
48,1769083200000,274440470.0
49,1769086800000,274131600.0
50,1769090400000,289318520.0
51,1769094000000,288954430.0
52,1769097600000,274101340.0
53,1769101200000,271049250.0
54,1769104800000,262827660.0
55,1769108400000,273532270.0
56,1769112000000,277609020.0
57,1769115600000,295667760.0
58,1769119200000,299134140.0
59,1769122800000,307865870.0
60,1769126400000,304007980.0
61,1769130000000,296657550.0
62,1769133600000,305435390.0
63,1769137200000,300920180.0
64,1769140800000,328850170.0
65,1769144400000,326367770.0
66,1769148000000,331689170.0
67,1769151600000,325116480.0
68,1769155200000,332224560.0
69,1769158800000,355276640.0
70,1769162400000,372620950.0
71,1769166000000,376367030.0
72,1769169600000,367202090.0
73,1769173200000,342169840.0
74,1769176800000,324693550.0
75,1769180400000,318688020.0
76,1769184000000,337629760.0
77,1769187600000,329842240.0
78,1769191200000,326203240.0
79,1769194800000,327838160.0
80,1769198400000,331313080.0
81,1769202000000,303161390.0
82,1769205600000,308198070.0
83,1769209200000,294626280.0
84,1769212800000,301291910.0
85,1769216400000,301808980.0
86,1769220000000,309183250.0
87,1769223600000,293269940.0
88,1769227200000,289950800.0
89,1769230800000,280827260.0
90,1769234400000,302182060.0
91,1769238000000,301787190.0
92,1769241600000,320834820.0
93,1769245200000,312007670.0
94,1769248800000,308870670.0
95,1769252400000,307325490.0
96,1769256000000,315961490.0
97,1769259600000,306153160.0
98,1769263200000,302252720.0
99,1769266800000,312803370.0
100,1769270400000,298771130.0
101,1769274000000,299406540.0
102,1769277600000,302231750.0
103,1769281200000,299158450.0
104,1769284800000,296027340.0
105,1769288400000,297797400.0
106,1769292000000,299904710.0
107,1769295600000,301547220.0
108,1769299200000,289375000.0
109,1769302800000,291671760.0
110,1769306400000,270718190.0
111,1769310000000,272019080.0
