idx,timestamp,open_interest
0,1674644400000,131618902.0
1,1674648000000,132789988.0
2,1674651600000,132522635.0
3,1674655200000,129934985.0
4,1674658800000,127427797.0
5,1674662400000,127306325.0
6,1674666000000,127255507.0
7,1674669600000,126936548.0
8,1674673200000,129038051.0
9,1674676800000,128732013.0
10,1674680400000,127989729.0
11,1674684000000,124899501.0
12,1674687600000,118884337.0
13,1674691200000,120176690.0
14,1674694800000,120433774.0
15,1674698400000,122279252.0
16,1674702000000,123458467.0
17,1674705600000,125218434.0
18,1674709200000,126493570.0
19,1674712800000,127213745.0
20,1674716400000,127028392.0
21,1674720000000,126003222.0
22,1674723600000,128150557.0
23,1674727200000,129102958.0
24,1674730800000,129769256.0
25,1674734400000,130301795.0
26,1674738000000,131861392.0
27,1674741600000,130416492.0
28,1674745200000,127397572.0
29,1674748800000,125896542.0
30,1674752400000,125825253.0
31,1674756000000,126227257.0
32,1674759600000,127248778.0
33,1674763200000,129696153.0
34,1674766800000,128648084.0
35,1674770400000,129751174.0
36,1674774000000,130649233.0
37,1674777600000,132376675.0
38,1674781200000,130899375.0
39,1674784800000,127588553.0
40,1674788400000,127649603.0
41,1674792000000,128382110.0
42,1674795600000,128200635.0
43,1674799200000,130134299.0
44,1674802800000,130160772.0
45,1674806400000,133651179.0
46,1674810000000,133743558.0
47,1674813600000,133440479.0
48,1674817200000,134022279.0
49,1674820800000,133250757.0
50,1674824400000,132711689.0
51,1674828000000,132393867.0
52,1674831600000,131740564.0
53,1674835200000,132595706.0
54,1674838800000,132208777.0
55,1674842400000,132580773.0
56,1674846000000,133496333.0
57,1674849600000,133755692.0
58,1674853200000,133327238.0
59,1674856800000,132610883.0
60,1674860400000,132110533.0
61,1674864000000,133308540.0
62,1674867600000,134674870.0
63,1674871200000,138024165.0
64,1674874800000,137597828.0
65,1674878400000,136977596.0
66,1674882000000,136919958.0
67,1674885600000,138923754.0
68,1674889200000,138067112.0
69,1674892800000,137579652.0
70,1674896400000,136744488.0
71,1674900000000,137521653.0
72,1674903600000,137908961.0
73,1674907200000,140106998.0
74,1674910800000,137576671.0
75,1674914400000,135762400.0
76,1674918000000,136335543.0
77,1674921600000,137103879.0
78,1674925200000,137142817.0
79,1674928800000,138901871.0
80,1674932400000,139100787.0
81,1674936000000,139948266.0
82,1674939600000,139311272.0
83,1674943200000,138991908.0
84,1674946800000,138635701.0
85,1674950400000,139541906.0
86,1674954000000,139976917.0
87,1674957600000,142102544.0
88,1674961200000,142414787.0
89,1674964800000,143848457.0
90,1674968400000,145023101.0
91,1674972000000,145847483.0
92,1674975600000,145867051.0
93,1674979200000,145901758.0
94,1674982800000,145492287.0
95,1674986400000,145246081.0
96,1674990000000,145147713.0
97,1674993600000,142805643.0
98,1674997200000,142880805.0
99,1675000800000,143970579.0
100,1675004400000,142999913.0
101,1675008000000,144061168.0
102,1675011600000,146174080.0
103,1675015200000,147389927.0
104,1675018800000,146154349.0
105,1675022400000,144939059.0
106,1675026000000,141704388.0
107,1675029600000,141689074.0
108,1675033200000,141364040.0
109,1675036800000,140607274.0
110,1675040400000,141238432.0
111,1675044000000,148042749.0
112,1675047600000,145393504.0
113,1675051200000,146186264.0
114,1675054800000,146036652.0
115,1675058400000,144984089.0
116,1675062000000,146215273.0
117,1675065600000,145578777.0
118,1675069200000,145665573.0
119,1675072800000,143627022.0
120,1675076400000,148135536.0
121,1675080000000,150490535.0
122,1675083600000,149934214.0
123,1675087200000,151237647.0
124,1675090800000,151642092.0
125,1675094400000,152380191.0
126,1675098000000,151600141.0
127,1675101600000,150997801.0
128,1675105200000,151979940.0
129,1675108800000,138278997.0
130,1675112400000,137625354.0
131,1675116000000,136312910.0
132,1675119600000,133441536.0
133,1675123200000,134619600.0
134,1675126800000,138363256.0
135,1675130400000,138693830.0
136,1675134000000,139183092.0
137,1675137600000,138976024.0
138,1675141200000,138916026.0
139,1675144800000,139434653.0
140,1675148400000,138663782.0
141,1675152000000,138831481.0
142,1675155600000,136345189.0
143,1675159200000,139335322.0
144,1675162800000,139691005.0
145,1675166400000,139608785.0
146,1675170000000,142255486.0
147,1675173600000,142385411.0
148,1675177200000,142927450.0
149,1675180800000,143277618.0
150,1675184400000,141081294.0
151,1675188000000,141057300.0
152,1675191600000,138870663.0
153,1675195200000,137913052.0
154,1675198800000,138419681.0
155,1675202400000,136501608.0
156,1675206000000,136579491.0
157,1675209600000,136446551.0
158,1675213200000,136641508.0
159,1675216800000,136930280.0
160,1675220400000,136880655.0
161,1675224000000,137898192.0
162,1675227600000,137364975.0
163,1675231200000,137764728.0
164,1675234800000,136653973.0
165,1675238400000,136338030.0
166,1675242000000,136230580.0
167,1675245600000,136782467.0
168,1675249200000,137250794.0
169,1675252800000,136456774.0
170,1675256400000,135772824.0
171,1675260000000,135950697.0
172,1675263600000,136409336.0
173,1675267200000,133864500.0
174,1675270800000,133329258.0
175,1675274400000,133676662.0
176,1675278000000,133184169.0
177,1675281600000,131569453.0
178,1675285200000,131507538.0
179,1675288800000,131910175.0
180,1675292400000,131208271.0
181,1675296000000,131756890.0
182,1675299600000,133833861.0
183,1675303200000,133876068.0
184,1675306800000,134660299.0
185,1675310400000,134645708.0
186,1675314000000,134492437.0
187,1675317600000,133656135.0
188,1675321200000,134217474.0
189,1675324800000,134572375.0
190,1675328400000,134857105.0
191,1675332000000,135042701.0
192,1675335600000,136036163.0
193,1675339200000,136311736.0
194,1675342800000,136696353.0
195,1675346400000,138721735.0
196,1675350000000,139195621.0
197,1675353600000,140126616.0
198,1675357200000,143020096.0
199,1675360800000,143614454.0
200,1675364400000,142834561.0
201,1675368000000,140429133.0
202,1675371600000,140397550.0
203,1675375200000,149331028.0
204,1675378800000,151614886.0
205,1675382400000,159169226.0
206,1675386000000,159287753.0
207,1675389600000,158826596.0
208,1675393200000,156590087.0
209,1675396800000,155528612.0
210,1675400400000,155239047.0
211,1675404000000,153557862.0
212,1675407600000,151940574.0
213,1675411200000,151390161.0
214,1675414800000,151077513.0
215,1675418400000,150272760.0
216,1675422000000,147124777.0
217,1675425600000,148969285.0
218,1675429200000,149351512.0
219,1675432800000,144816926.0
220,1675436400000,146551776.0
221,1675440000000,146054034.0
222,1675443600000,145902804.0
223,1675447200000,145135697.0
224,1675450800000,144953514.0
225,1675454400000,145101514.0
226,1675458000000,145526820.0
227,1675461600000,145054082.0
228,1675465200000,144030237.0
229,1675468800000,144583804.0
230,1675472400000,144756724.0
231,1675476000000,145320276.0
232,1675479600000,144357065.0
233,1675483200000,144761523.0
234,1675486800000,144981762.0
235,1675490400000,144817051.0
236,1675494000000,145524539.0
237,1675497600000,145929664.0
238,1675501200000,145604272.0
239,1675504800000,145623461.0
240,1675508400000,148145960.0
241,1675512000000,148155525.0
242,1675515600000,148746764.0
243,1675519200000,149196570.0
244,1675522800000,149385419.0
245,1675526400000,149756145.0
246,1675530000000,151575460.0
247,1675533600000,153568074.0
248,1675537200000,150637245.0
249,1675540800000,151861060.0
250,1675544400000,151368079.0
251,1675548000000,151180840.0
252,1675551600000,151100891.0
253,1675555200000,148743598.0
254,1675558800000,148617781.0
255,1675562400000,148925247.0
256,1675566000000,148337392.0
257,1675569600000,149460140.0
258,1675573200000,148899793.0
259,1675576800000,149182805.0
260,1675580400000,147940861.0
261,1675584000000,148170911.0
262,1675587600000,149950424.0
263,1675591200000,150392258.0
264,1675594800000,150607631.0
265,1675598400000,149271715.0
266,1675602000000,143455212.0
267,1675605600000,142545425.0
268,1675609200000,143650953.0
269,1675612800000,145950049.0
270,1675616400000,146697613.0
271,1675620000000,143512370.0
272,1675623600000,142251929.0
273,1675627200000,143830813.0
274,1675630800000,144899966.0
275,1675634400000,143966294.0
276,1675638000000,144768992.0
277,1675641600000,144346826.0
278,1675645200000,144180146.0
279,1675648800000,143371076.0
280,1675652400000,142391128.0
281,1675656000000,143890205.0
282,1675659600000,144310546.0
283,1675663200000,141424688.0
284,1675666800000,144540387.0
285,1675670400000,144452070.0
286,1675674000000,143399478.0
287,1675677600000,143673977.0
288,1675681200000,144942564.0
289,1675684800000,144192048.0
290,1675688400000,145046488.0
291,1675692000000,146055560.0
292,1675695600000,147330237.0
293,1675699200000,145797285.0
294,1675702800000,144882374.0
295,1675706400000,146272194.0
296,1675710000000,145640678.0
297,1675713600000,145762123.0
298,1675717200000,145550256.0
299,1675720800000,142676849.0
300,1675724400000,142253689.0
301,1675728000000,139954966.0
302,1675731600000,140599215.0
303,1675735200000,142388757.0
304,1675738800000,142544766.0
305,1675742400000,143698102.0
306,1675746000000,142975652.0
307,1675749600000,141178192.0
308,1675753200000,143070414.0
309,1675756800000,141902461.0
310,1675760400000,141411997.0
311,1675764000000,142875184.0
312,1675767600000,142768681.0
313,1675771200000,144791957.0
314,1675774800000,142996987.0
315,1675778400000,143557747.0
316,1675782000000,143640363.0
317,1675785600000,142794145.0
318,1675789200000,143541937.0
319,1675792800000,142482538.0
320,1675796400000,139957002.0
321,1675800000000,139924438.0
322,1675803600000,140957532.0
323,1675807200000,141174980.0
324,1675810800000,141855164.0
325,1675814400000,142988002.0
326,1675818000000,144708964.0
327,1675821600000,144118177.0
328,1675825200000,144796032.0
329,1675828800000,144380038.0
330,1675832400000,145423591.0
331,1675836000000,147545300.0
