,open_time,open,high,low,close,volume,turnover,trades,taker_buy_base
0,1768906800000,0.011,0.011,0.011,0.011,3114310,34257.41,,
1,1768910400000,0.011,0.012,0.007471,0.008988,186376030,1706206.18262,,
2,1768914000000,0.008988,0.00921,0.006234,0.00676,139191110,1030425.8552,,
3,1768917600000,0.00676,0.007464,0.006251,0.007277,89561330,619277.31421,,
4,1768921200000,0.007277,0.00843,0.006971,0.008096,41003410,313938.26414,,
5,1768924800000,0.008096,0.008926,0.0074,0.007638,48033230,397874.74576,,
6,1768928400000,0.007638,0.008286,0.007517,0.008081,12770300,101106.52941,,
7,1768932000000,0.008081,0.008195,0.007413,0.00762,9516790,73553.98101,,
8,1768935600000,0.00762,0.007821,0.007129,0.007255,19000350,138070.39426,,
9,1768939200000,0.007255,0.007778,0.007,0.00733,14697680,108713.3511,,
10,1768942800000,0.00733,0.007513,0.00681,0.006869,13001330,93754.30067,,
11,1768946400000,0.006869,0.006968,0.00655,0.006666,22347220,150610.48206,,
12,1768950000000,0.006666,0.006771,0.006452,0.00649,12929480,85553.97228,,
13,1768953600000,0.00649,0.008464,0.005943,0.007292,87255610,603113.87914,,
14,1768957200000,0.007292,0.0163,0.006805,0.007709,239230320,2353040.58743,,
15,1768960800000,0.007709,0.010302,0.005186,0.008834,755124120,5516444.77772,,
16,1768964400000,0.008834,0.012615,0.008335,0.01215,331553530,3641338.57395,,
17,1768968000000,0.01215,0.01233,0.009288,0.010704,145454630,1529693.83437,,
18,1768971600000,0.010704,0.01168,0.010423,0.011316,78001640,861436.02841,,
19,1768975200000,0.011316,0.014426,0.011105,0.014083,137357510,1715792.17559,,
20,1768978800000,0.014083,0.0155,0.013056,0.013948,256939860,3691226.87441,,
21,1768982400000,0.013948,0.014241,0.0125,0.013447,132820180,1747542.93135,,
22,1768986000000,0.013447,0.013488,0.010057,0.011258,212224470,2487600.95612,,
23,1768989600000,0.011258,0.01222,0.01068,0.011218,96506330,1106132.12074,,
24,1768993200000,0.011218,0.013787,0.010814,0.012223,165048800,2018574.832,,
25,1768996800000,0.012223,0.012906,0.010787,0.011074,176006490,2052329.77681,,
26,1769000400000,0.011074,0.01238,0.010661,0.011759,123579230,1425666.34644,,
27,1769004000000,0.011759,0.013383,0.011143,0.011928,279972360,3428563.56611,,
28,1769007600000,0.011928,0.013263,0.011554,0.012984,169711630,2098109.72766,,
29,1769011200000,0.012984,0.01389,0.012,0.012436,189804440,2466459.6315,,
30,1769014800000,0.012436,0.013388,0.0122,0.012921,177730630,2284320.01116,,
31,1769018400000,0.012921,0.013677,0.012667,0.01316,138139410,1818116.27054,,
32,1769022000000,0.01316,0.014389,0.013135,0.013695,260276460,3588841.6787,,
33,1769025600000,0.013695,0.015059,0.013516,0.014942,319348250,4597229.85803,,
34,1769029200000,0.014942,0.019353,0.014587,0.017591,956351970,16298486.87447,,
35,1769032800000,0.017591,0.02199,0.016418,0.018748,732120680,14190172.41524,,
36,1769036400000,0.018748,0.021966,0.01812,0.020861,434257860,8771810.69844,,
37,1769040000000,0.020861,0.026626,0.019902,0.02644,504912530,12103244.71164,,
38,1769043600000,0.02644,0.028194,0.024702,0.027364,663519150,17750600.07966,,
39,1769047200000,0.027364,0.049937,0.027273,0.041674,995298250,38474756.90058,,
40,1769050800000,0.041674,0.06,0.04107,0.052239,885465030,44693764.17611,,
41,1769054400000,0.052239,0.052646,0.04086,0.041865,584292040,27150394.71352,,
42,1769058000000,0.041865,0.045834,0.033333,0.036469,684928450,26689016.19668,,
43,1769061600000,0.036469,0.039634,0.034103,0.037101,370506340,13856045.96491,,
44,1769065200000,0.037101,0.045,0.035269,0.042832,459008850,18951195.89994,,
45,1769068800000,0.042832,0.045846,0.039108,0.044821,404184920,17009458.57505,,
46,1769072400000,0.044821,0.046897,0.039798,0.041295,433962180,18754124.27055,,
47,1769076000000,0.041295,0.04578,0.040155,0.041067,406444560,17224177.84983,,
